feature,importance
neighborhood_Tullamarine,5.038601298289091e-05
neighborhood_Tarneit,5.034553895123012e-05
neighborhood_Dallas,4.9683774566441726e-05
neighborhood_Albanvale,4.905250081167664e-05
neighborhood_Cranbourne,4.891626016518077e-05
neighborhood_Mooroolbark,4.8440764492716464e-05
neighborhood_Delahey,4.731447850174978e-05
neighborhood_Sydenham,4.62632205403088e-05
neighborhood_Kingsbury,4.363073925249508e-05
neighborhood_Brooklyn,4.2854158201837826e-05
neighborhood_The Basin,4.1359775513734015e-05
neighborhood_Bonbeach,3.570129983210019e-05
neighborhood_Doveton,3.472335713755804e-05
neighborhood_Hallam,3.463909734509936e-05
neighborhood_Keysborough,3.400255644440393e-05
neighborhood_Keilor Downs,3.305554058543002e-05
neighborhood_Derrimut,3.281815372716537e-05
neighborhood_Huntingdale,3.2796446912471314e-05
neighborhood_Glen Huntly,3.2248602888473174e-05
neighborhood_Bellfield,2.846137146726309e-05
neighborhood_Rowville,2.804593759616367e-05
neighborhood_Keilor,2.7364166059911865e-05
neighborhood_Notting Hill,2.720769383018631e-05
neighborhood_Diamond Creek,2.6349700239867973e-05
neighborhood_Strathmore Heights,2.610897785226803e-05
neighborhood_Ringwood North,2.6073901158212707e-05
neighborhood_Coolaroo,2.419222007132618e-05
neighborhood_Scoresby,2.3310276979864177e-05
neighborhood_Wyndham Vale,2.3213409586694432e-05
neighborhood_Burnside Heights,2.2613069477163628e-05
neighborhood_Docklands,2.180438634039627e-05
neighborhood_Hampton Park,2.1728696582506184e-05
neighborhood_Springvale,2.1652774998159193e-05
neighborhood_Knoxfield,2.1136808084488063e-05
neighborhood_Briar Hill,2.025867769819723e-05
neighborhood_Ringwood East,1.9681386415659907e-05
neighborhood_Diggers Rest,1.7859496361963633e-05
neighborhood_Waterways,1.7348922423071852e-05
neighborhood_Endeavour Hills,1.7151015594689557e-05
neighborhood_Lower Plenty,1.6640145875909195e-05
neighborhood_Monbulk,1.6254761803015985e-05
neighborhood_Watsonia North,1.6143982623467485e-05
neighborhood_Beaconsfield,1.6081653922281478e-05
neighborhood_Clarinda,1.5798760980032542e-05
neighborhood_St Helena,1.556723849651237e-05
neighborhood_Bayswater,1.4160799711358278e-05
neighborhood_Skye,1.3743367708762385e-05
neighborhood_Kooyong,1.3668542451622355e-05
neighborhood_Kings Park,1.3215789329370238e-05
neighborhood_Chelsea,1.2238889152977846e-05
neighborhood_Langwarrin,1.2034272038998924e-05
neighborhood_Springvale South,1.0279478822242123e-05
neighborhood_Seabrook,1.0059732026768532e-05
neighborhood_Frankston North,9.079802163608076e-06
neighborhood_Altona Meadows,8.993305686375874e-06
neighborhood_Bayswater North,8.966109964169415e-06
neighborhood_Attwood,8.884818149227811e-06
neighborhood_Noble Park,8.315886552522484e-06
neighborhood_North Warrandyte,7.897996284354407e-06
neighborhood_Aspendale Gardens,7.106005407993591e-06
neighborhood_Croydon Hills,6.479065206802424e-06
neighborhood_Riddells Creek,6.07353962368698e-06
neighborhood_Bullengarook,5.8488846506225066e-06
neighborhood_Wallan,5.43472835975334e-06
neighborhood_Mount Evelyn,4.668707776589892e-06
neighborhood_Ardeer,4.283110428295354e-06
neighborhood_Burnside,2.8013796591515117e-06
neighborhood_New Gisborne,2.2504837693843325e-06
neighborhood_Montrose,2.0871759509748078e-06
neighborhood_Kilsyth,2.008530021434741e-06
neighborhood_Chirnside Park,1.903529597685435e-06
neighborhood_Cranbourne North,1.4930285568988538e-06
neighborhood_Yarra Glen,1.4231968032689107e-06
neighborhood_Keilor Lodge,1.4030315984351623e-06
neighborhood_Chelsea Heights,1.0110596852881976e-06
neighborhood_Whittlesea,8.952911717363265e-07
neighborhood_Healesville,7.899983137073593e-07
neighborhood_Deepdene,6.654639049789268e-07
neighborhood_Croydon South,4.476465891502237e-07
neighborhood_Sandhurst,3.0351672227900823e-07
neighborhood_Officer,2.8185280831375913e-07
neighborhood_Hurstbridge,2.496431935205768e-07
